EXCLUDE,Line Number,Location path code,Date/Video Link,Time of Day/ Timestamp,Context,Caregiver Question,Menu,Destination Word,,,Caregiver Response,Comments,
,3337,JD,1.25.24,7:22 PM,,,Body,,,,,,
,3338,JDC,,,,,,Tummy,,,,,
,3339,JDC,1.25.24,7:22 PM,,,,Tummy,,,Yeah? How are you?,,
,3340,JDI,1.25.24,7:22 PM,,,,I feel good,,,Yeah? I'm glad,,
,3341,JDN,1.25.24,7:22 PM,,,,Isabelle,,,,,
,3342,JDQ,1.25.24,7:22 PM,,,,No like,,,,,
,3343,JDM,1.25.24,7:22 PM,,,,Ellie,,,,,
,3344,JDQ,1.25.24,7:22 PM,,,,No like,,,,,
,3345,JDH,1.25.24,7:22 PM,,,,Today,,,,,
,3346,JDH,1.25.24,7:22 PM,,,,Today,,,,,
,3347,JDI,,,,,,I feel good,,,,,
,3348,JDI,,,,,,I feel good,,,,,
,3349,JDN,1.25.24,7:22 PM,,,,Isabelle,,,,I took Isabelle for a walk without Ellie for a long time...,
,3350,JDM,1.25.24,7:22 PM,,,,Ellie,,,,,
,3351,JDH,1.25.24,7:22 PM,,,,Today,,,,,
,3352,JDG,1.25.24,7:22 PM,,,,Past,,,,,
,3353,JDI,1.25.24,7:22 PM,,,,I feel good,,,,,
,3354,JDH,1.25.24,7:22 PM,,,,Today,,,,,
,3355,JDH,1.25.24,7:22 PM,,,,Today,,,,,
,3356,JDI,1.25.24,7:22 PM,,,,I feel good,,,,,
,3357,JDH,1.25.24,7:22 PM,,,,Today,,,,,
,3358,JDH,1.25.24,7:22 PM,,,,Today,,,,,
,3359,JDI,1.25.24,7:22 PM,Isabelle is still sick,,,I feel good,,,How does Isabelle feel?,,
,3360,JDH,1.25.24,7:22 PM,,,,Today,,,,,
,3361,JDH,1.25.24,7:22 PM,,,,Today,,,,,
,3362,JDI,1.25.24,7:22 PM,,,,I feel good,,,,,
,3363,JDH,1.25.24,7:22 PM,,,,Today,,,What about Isabelle?,,
,3364,JDI,1.25.24,7:22 PM,,,,I feel good,,,,,
,3365,JDJ,1.25.24,7:22 PM,,,,Ouch,,,,,
,3366,JDI,1.25.24,7:22 PM,,,,I feel good,,,,,
,3367,JDG,1.25.24,7:22 PM,,,,Past,,,,,
,3368,JDI,1.25.24,7:22 PM,,,,I feel good,,,,,
,3369,JDG,1.25.24,7:22 PM,,,,Past,,,uh huh,,
,3370,JDI,1.25.24,7:22 PM,,,,I feel good,,,,"These are cut short like ""I feel -- ouch""",
,3371,JDI,1.25.24,7:22 PM,,,,I feel good,,,,,
,3372,JDJ,1.25.24,7:22 PM,,,,Ouch,,,,,
,3373,JDH,1.25.24,7:22 PM,,,,Today,,,,,
,3374,JDJ,1.25.24,7:22 PM,,,,Ouch,,,,,
,3375,JDI,1.25.24,7:22 PM,,,,I feel good,,,,,
,3376,JDJ,1.25.24,7:22 PM,,,,Ouch,,,,,
,3377,JDJ,1.25.24,7:22 PM,,,,Ouch,,,,,
,3378,JDI,1.25.24,7:22 PM,,,,I feel good,,,,,
,3379,JDQ,1.25.24,7:22 PM,,,,No like,,,,,
,3380,JDQ,1.25.24,7:22 PM,,,,No like,,,No like no like?,,
,3381,JDI,1.25.24,7:22 PM,,,,I feel good,,,,,
,3382,JDH,1.25.24,7:22 PM,,,,Today,,,,,
,3383,JDQ,1.25.24,7:22 PM,,,,No like,,,,,
,3384,H,1.25.24,7:22 PM,Jen navigates back to main menu,,Memory and time,,,,,,
,3385,HB,1.25.24,7:22 PM,,,Time,,,,,,
,3386,HBO,1.25.24,7:22 PM,,,,Happy,,,I'm glad,,
,3387,HBO,1.25.24,7:22 PM,,,,Happy,,,,,
,3388,HBO,1.25.24,7:22 PM,,,,Happy,,,,,
,3389,HBP,1.25.24,7:22 PM,,,,Sad,,,uh huh,,
,3390,HBO,1.25.24,7:22 PM,,,,Happy,,,,,
,3391,HBC,1.25.24,7:22 PM,,,,Yesterday,,,,,
,3392,HBO,1.25.24,7:22 PM,,,,Happy,,,,,
,3393,HBC,1.25.24,7:22 PM,,,,Yesterday,,,,,
,3394,HBC,,,,,,Yesterday,,,,,
,3395,HBO,1.25.24,7:22 PM,,,,Happy,,,,,
,3396,HBP,1.25.24,7:22 PM,,,,Sad,,,,,
,3397,HBC,1.25.24,7:22 PM,,,,Yesterday,,,Yesterday was a sad day wasn't it?,,
,3398,HBH,1.25.24,7:22 PM,,,,Future,,,"Uh huh, future, what?",,
,3399,HBO,1.25.24,7:22 PM,,,,Happy,,,,,
,3400,HBO,1.25.24,7:22 PM,,,,Happy,,,"Yeah, I'm glad",,
,3401,HBC,1.25.24,7:22 PM,,,,Yesterday,,,uh huh,,
,3402,HBN,1.25.24,7:22 PM,,,,Excited,,,,,
,3403,HBI,1.25.24,7:22 PM,,,,Look at pictures,,,,,
,3404,HBH,1.25.24,7:22 PM,,,,Future,,,,,
,3405,HBC,1.25.24,7:22 PM,,,,Yesterday,,,Let's look at pictures from yesterday,,
TRUE,3406,,,,,,,,,,,,
,3407,D,20240127_205902,8:59 PM,I just got in and Ellie is tapping on the screen here; Ellie had opened the unicorn game by herself,,To play,,,,,,
,3408,DH,,,,,,Leaf wrestle,,,,Jen navigates back to main,
,3409,D,,,,,To play,,,,,,
,3410,DB,,,,,,Snuggle,,,Snuggle? I'll be right back,,
,3411,DB,,,,,,Snuggle,,,,,
,3412,DB,,,,,,Snuggle,,,,,
,3413,DC,,,,,,Tracing and writing,,,Sounds good - I'll be right back,"Jen leaves, Ellie vocalizes and moves away from speech board",
,3414,DH,,,,,,Leaf wrestle,,,,,
,3415,DB,,,,,,Snuggle,,,,Want gesture,
,3416,DB,,,,,,Snuggle,,,,,
,3417,DG,,,,,Typing,,,,,,
TRUE,3418,DO NOT COUNT DGG,,,,,,F,,,,,
,3419,DGA,,,,,Back,,,,,Ellie navigates back to main,
,3420,J,,,,,About me,,,,,,
,3421,JD,,,,,Body,,,,,,
,3422,JDB,,,,,,Head,,,,,
,3423,JDC,,,,,,Tummy,,,,,
,3424,JDC,,,,,,Tummy,,,,,
,3425,JDG,,,,,,Past,,,,,
,3426,JDC,,,,,,Tummy,,,,,
,3427,JDI,,,,,,I feel good,,,,Good job Ellie! I'll be right back,
,3428,JDB,,,,Keep going,,Head,,,,,
,3429,JDB,,,,,,Head,,,I'll be right there...,,
,3430,JDC,,,,,,Tummy,,,,Still cleaning,
,3431,JDI,,,,,,I feel good,,,,Ellie makes some small vocalizations while waiting,
,3432,JDC,,,,,,Tummy,,,,,
,3433,JDI,,,,,,I feel good,,,I brough you tea,Still waiting...,
,3434,JDR,,,,,Types of ouch,,,,,,
,3435,JDRE,,,,,,Sick ouch,,,,Jen navigates back to main,
,3436,J,,,,,About me,,,,,"Ellie exits out and opens a game, Jen closes that and says she doesn't like that game and Jen opens speech board and navigates to Main menu",
,3437,JE,,,,,Feeling,,,,,,
,3438,JED,,,,,Mad,,,,,,
,3439,JEDH,,,,,,I will feel mad,,,,,
,3440,JEDB,,,,,,I feel mad,,,"I'm sorry, I know. You deserve to feel mad.",,
,3441,JEDB,,,,,,I feel mad,,,,,
,3442,JEDC,,,,,,I want to feel mad,,,,,
,3443,JEDG,,,,,,I felt mad,,,,,
,3444,JEDG,,,,,,I felt mad,,,,,
,3445,JEDC,,,,,,I want to feel mad,,,,,
,3446,JEDB,,,,,,I feel mad,,,,Jen comes back and navigates back to main menu,
,3447,J,,,,,About me,,,,"uh huh, how are you?",,
,3448,JE,,,,Hi,Feeling,,,,,,
,3449,JED,,,,,Mad,,,,I'm sorry,,
,3450,JEDC,,,,,,I want to feel mad,,,,,
,3451,JEDB,,,,,,I feel mad,,,mmm hmm,,
,3452,JEDC,,,,,,I want to feel mad,,,,,
,3453,JEDB,,,,,,I feel mad,,,Thank you for letting me know,,
,3454,JEDB,,,,,,I feel mad,,,,,
,3455,JEDB,,,,,,I feel mad,,,,,
,3456,JEDC,,,,,,I want to feel mad,,,"Thank you, I'm sorry",Jen navigates back to main menu,
,3457,J,,,,What's next? Go for it,About me,,,,uh huh,,
,3458,JE,,,,"Yes, what's next? Keep going. Go for it.",Feeling,,,,,,
,3459,JED,,,,,Mad,,,,,,
,3460,JEDC,,,,,,I want to feel mad,,,"Yeah, I know. You wanted to talk, and I kept doing work",Jen navigates back to main menu,
,3461,I,,,,"Okay, what do you want to do, what's up?",Descriptions and preferences,,,,Yeah ,"Jen notices it's the wrong tablet - not fully built out, switches tablets",
,3462,IB,,,"Jen navigates new tablet to main menu, descriptions and preferences",,Opposites,,,,,,
,3463,IBJ,,,,,,Dark,,,,,
,3464,IBH,,,,,,Fixed,,,,,
,3465,IBI,,,,,,Light,,,,,
,3466,IBG,,,,,,Broken,,,,,
,3467,IBI,,,,,,Light,,,,,
,3468,IBO,,,,,,Like,,,,,
,3469,IBH,,,,,,Fixed,,,,,
,3470,IBI,,,,,,Light,,,,,
,3471,IBH,,,,,,Fixed,,,,,
,3472,IBH,,,,,,Fixed,,,,Jen navigates to the Fix please menu,
,3473,IDH,,,,,,Fix,,,,,
,3474,IDH,,,,,,Fix,,,,,
,3475,IDH,,,,,,Fix,,,,,
,3476,IDH,,,,,,Fix,,,,,
,3477,IDI,,,,,,White,,,,,
,3478,IDH,,,,,,Fix,,,,,
,3479,IDN,,,,,,Ellie,,,,,
,3480,IDH,,,,,,Fix,,,,,
,3481,IDI,,,,,,White,,,OH! The curtain?,,
,3482,IDH,,,,,,Fix,,,,,
,3483,IDH,,,,,,Fix,,,,,
,3484,IDG,,,,,,Broken,,,Where is it? Is it high up or down low?,,
,3485,IDH,,,,,,Fix,,,,,
,3486,IDI,,,,,,White,,,"I still haven't fixed the curtain, but she's not really allowed to be there",,
,3487,IDI,,,,,,White,,,,,
,3488,IDC,,,,,,Outside,,,Squirrels?,She looks outside from the curtain but I'm confused and think maybe it's squirrels tablet because I haven't done it in maybe 6 days,
,3489,IDC,,,,,,Outside,,,,,
,3490,IDK,,,,,,Brown,,,,,
,3491,IDJ,,,,,,Blue,,,,,
,3492,IDH,,,,,,Fix,,,,,
,3493,IDI,,,,,,White,,,Um? The golf cart?,,
,3494,IDH,,,,,,Fix,,,,Jen navigates to Yes/No menu. ,
,3495,AGB,,,,Do you want me to fix the golf cart for Tillie? ,,Yes,,,,,
,3496,AGB,,,,,,Yes,,,Okay,,
,3497,AGH,,,,Do you want me to fix the tablet for the squirrels,,Like,,,,,
,3498,AGB,,,,,,Yes,,,,,
,3499,AGB,,,,,,Yes,,,,Ellie navigates back to main. Jen doesn't notice right away.,
,3500,AGA,,,,,Back,,,,,,
,3501,J,,,,Do you want me to fix-(cut off when Ellie presses),About me,,,,,,
,3502,JD,,,,,Body,,,,Yeah,,
,3503,JDI,,,,,,I feel good,,,,,
,3504,JDQ,,,,,,No like,,,,,
,3505,JDP,,,,,,Like,,,Yeah,,
,3506,JDQ,,,,,,No like,,,,,
,3507,JDP,,,,,,Like,,,Like and no like...Like and no like for the golf cart?,Jen navigates back to yes/no menu,
,3508,AGB,,,,How do you feel about the golf cart?,,Yes,,,,,
,3509,AGC,,,,How do you feel about the golf cart?,,No ,,,,,
,3510,AGB,,,,,,Yes,,,,,
,3511,AGC,,,,,,No ,,,,,
,3512,AGB,,,,,,Yes,,,,,
,3513,AGC,,,,Do I need to fix the sky? What do you think do I need to fix the clouds?,,No ,,,,,
,3514,AGB,,,,,,Yes,,,No yes? Hmmmm... Let's go back here,,
,3515,ID,,,Jen navigates back to descriptions and preferences,,Fix please,,,,Tell me some more,,
,3516,IDI,,,,,,White,,,,,
,3517,IDM,,,,,,mom,,,,,
,3518,IDG,,,,,,Broken,,,Yeah?,,
,3519,IDI,,,,,,White,,,,,
,3520,IDH,,,,,,Fix,,,,,
,3521,IDM,,,,,,Mom,,,I think you're talking about the tablet for the squirrels,,
,3522,IDP,,,,,,Isabelle,,,Yeah?,She redirects me it's by Isabelle,
,3523,IDI,,,,,,White,,,,,
,3524,IDH,,,,,,Fix,,,Oh the curtain?,,
,3525,IDJ,,,,,,Blue,,,,Jen navigates to Places menu,
,3526,BC,,,,Where is - what do you think - where is what needs to be fixed?,,Outside walk,,,Okay,,
,3527,BI,,,,,,Outside aviary,,,,"Jen navigates to Animals, Backyard Animals",
,3528,A,,,,Anything here? Anything here need to get fixed?,,Talk about,,,,,
,3529,ABFJ,,,,,,Look at art,,,Yeah,,
,3530,ABFH,,,,,,Racoon,,,,,
,3531,ABFI,,,,,,Book,,,,,
,3532,ABFG,,,,,,Deer,,,"Okay, not it",NC squirrel,
,3533,J,,,I go back to main menu,,About me,,,,I'm sorry. I think you mean the curtain or the tablet for the squirrels,,
,3534,JD,,,,,Body,,,,,,
,3535,JDI,,,,,,I feel good,,,,,
,3536,JDP,,,,,,Like,,,I'm glad,,
,3537,JDI,,,,,,I feel good,,,I'll work on the squirrel's tablet,,
,3538,JDQ,,,,,,No like,,,,I think she was donig No - Like,
,3539,JDP,,,,,,Like,,,OK what's next?,Jen navigates back to main menu,
,3540,H,,,,,Memory and time,,,,,,
,3541,HB,,,,,Time,,,,Yeah?,,
,3542,HBC,,,,,,Yesterday,,,mmm hmm,,
,3543,HBD,,,,,,Today,,,uh huh,,
,3544,HBQ,,,,,,Afraid,,,,,
,3545,HBQ,,,,,,Afraid,,,,,
,3546,HBQ,,,,,,Afraid,,,I'm sorry. It was a really long day.,Yesterday they had a babysitter and today I was gone most of the day...,
,3547,HBH,,,,,,Future,,,,,
,3548,HBH,,,,,,Future,,,,,
,3549,HBD,,,,,,Today,,,,,
,3550,HBC,,,,,,Yesterday,,,Go for it,,
,3551,HBD,,,,,,Today,,,,,
,3552,HBG,,,,,,Past,,,Uh huh and then what,,
,3553,HBC,,,,,,Yesterday,,,Keep going what's up?,,
,3554,HBH,,,,,,Future,,,,,
,3555,HBE,,,,,,Tomorrow,,,,,
,3556,HBD,,,,,,Today,,,Yeah? and then what?,,
,3557,HBI,,,,,,Look at pictures,,,,,
,3558,HBO,,,,,,Happy,,,,,
,3559,HBO,,,,,,Happy,,,,,
,3560,HBO,,,,,,Happy,,,I'm glad,,
,3561,HBR,,,,,,Body,,,,,
,3562,HBR,,,,,,Body,,,,,
,3563,HBC,,,,,,Yesterday,,,"uh huh, keep going",,
,3564,HBE,,,,,,Tomorrow,,,,,
,3565,HBC,,,,,,Yesterday,,,"Yeah, and then what?",,
,3566,HBO,,,,,,Happy,,,,,
,3567,HBO,,,,,,Happy,,,,Ellie navigated back,
,3568,Z,,,She pushed bottom back button,,Back,,,,,,
,3569,HB,,,,,Time,,,,,,
,3570,HBC,,,,,,Yesterday,,,,,
,3571,HBD,,,,,,Today,,,,,
,3572,HBD,,,,,,Today,,,,,
,3573,HBC,,,,,,Yesterday,,,,,
,3574,HBC,,,,,,Yesterday,,,uh huh,,
,3575,HBC,,,,,,Yesterday,,,,,
TRUE,3576,T2HBO,,,,,,Mad,,,I'm sorry,Jen navigates to yes/no menu,
,3577,AGB,,,,How do you like your babysitter Ellie? What do you think of your babysitter Ellie? Do you like or no like? What do you think of the babysitter Ellie?,,Yes ,,,,,
,3578,AGB,,,,Do yo you like Ellie the babysitter?,,Yes,,,,,
,3579,AGB,,,,,,Yes,,,Oh good,,
,3580,AGB,,,,Do you like Jessika the babysitter,,Yes,,,,,
,3581,AGB,,,,Do you like Sierra the babysitter?,,Yes,,,,,
,3582,AGB,,,,And do you like Cori the babysitter?,,Yes,,,,Isabelle vocalizing - Jen goes to give her something to do,
,3583,AGC,,,,"I'll be right back Ellie, I need to give Isabelle something to do",,No,,,,,
,3584,AGI,,,,,,No like,,,"I'm sorry, I'm coming",Jen navigates to To Play menu,
,3585,DC,,,,,,Tracing and writing,,,Okay which one do you want to do,,
,3586,DCB,,,,,,Tracing ,,,Okay ,,
TRUE,3587,,,,,,,,,,,,
,3588,J,20240127_215555,,"Still going, writing, checked out of app and called Terri twice, played balloon pop while calling Terri, then she chose comm board, and I was looking for something and took too long and she's mad.",,About me,,,,,,
,3589,JE,,,,,Feeling,,,,,,
,3590,JED,,,,,Mad,,,,,,
,3591,JEDC,,,,,,I want to feel mad,,,,,
,3592,JEDC,,,,,,I want to feel mad,,,,,
,3593,JEDC,,,,,,I want to feel mad,,,,,
,3594,JEDC,,,,,,I want to feel mad,,,,Jen navigates to main menu. The video starts here,
,3595,J,,,,"Hi! Okay, what's up",About me,,,,Yeah how are you,,
,3596,JC,,,,Hi. Now I'm back. Want some help?,Temperature,,,,,,
,3597,JCK,,,,,,Night star,,,"yeah, it's night outside. What do you think",,
,3598,JCD,,,,,Warm,,,,yeah ,,
,3599,JCDE,,,,,,Like,,,,,
,3600,JCDE,,,,,,Like,,,,,
,3601,JCDC,,,,,,I want to feel warm,,,,Jen navigates back to temperature menu,
,3602,JCD,,,,How do you feel right now? What's your temperature? How are you? How do you feel? What's your temperature?,Warm,,,,,,
,3603,JCDC,,,,,,I want to feel warm,,,Yeah. The temperature in here is ,,
,3604,JCDC,,,,,,I want to feel warm,,,"yeah, it's 80 degrees in here",,
,3605,JCDE,,,,,,Like,,,Thank you Ellie,,
,3606,J,,,,Is there anything else you want to say today?,About me,,,,uh huh,,
,3607,JE,,,,,Feeling,,,,Uh huh? How are you feeling?,,
,3608,JEC,,,,,Excited,,,,I'm glad,,
,3609,JECD,,,,,,I want to feel excited,,,,,
,3610,JECD,,,,,,I want to feel excited,,,"yeah, you're doing great",,
,3611,JECD,,,,,,I want to feel excited,,,You did a good job writing it down too,Ellie navigates back to main menu,
,3612,JECA,,,,,Back,,,,,,
,3613,A,,,,,Talk about,,,,,,
,3614,J,,,,,About me,,,,,,
,3615,JE,,,,,Feeling,,,,"uh huh, you're amazing",,
,3616,JEB,,,,,Happy,,,,,,
,3617,JEBC,,,,,,I feel happy,,,,,
,3618,JEBC,,,,,,I feel happy,,,,,
,3619,JEBC,,,,,,I feel happy,,,,,
,3620,JEBD,,,,,,I want to feel happy,,,,,
,3621,JEBC,,,,,,I feel happy,,,,,
,3622,JEBC,,,,,,I feel happy,,,,,
,3623,JEBD,,,,,,I want to feel happy,,,,,
,3624,JEBD,,,,,,I want to feel happy,,,,,
,3625,JEBC,,,,,,I feel happy,,,,,
,3626,JEBC,,,,,,I feel happy,,,,,
,3627,JEBC,,,,,,I feel happy,,,,,
,3628,JEBC,,,,,,I feel happy,,,,,
,3629,JEBC,,,,,,I feel happy,,,,,
,3630,JEBD,,,,,,I want to feel happy,,,,,
,3631,JEBD,,,,,,I want to feel happy,,,,,
,3632,JEBC,,,,,,I feel happy,,,Good,Jen navigates back to main menu,
,3633,J,,,,,About me,,,,,,
,3634,JE,,,,,Feeling,,,,mmm hmm,nc like like,
,3635,JEB,,,,,Happy,,,,I'm glad,,
,3636,JEBD,,,,Did you like your car ride today?,,I want to feel happy,,,,,
,3637,JEBC,,,,,,I feel happy,,,You went for a car ride today,Jen navigates back to main menu,
,3638,C,,,,,Experience,,,,uh huh,,
,3639,CB,,,,What's up,,Mom,,,,,
,3640,CJ,,,,,,Read,,,Yeah,,
,3641,CI,,,,,,Isabelle,,,"Time to go work with Isabelle? Okay, I'll go do that, thank you",,
,3642,CH,,,,,,Tillie,,,,,
,3643,CK,,,,,,Taste,,,"Yeah, time to work with Tillie too? Okay, I'll go do that. Thank you. High five!",Ellie goes with Jen,
TRUE,3644,,,,,,,,,,,,
,3645,IA,20240128_212043,,Ellie already pressed these. It did rain a LOT today and I got caught in the rain and I was sopping wet and it was very windy. We had like a whole thunderstorm,,Descriptions and preferences,,,,,,
,3646,IA,,,,,Back,,,,,,
,3647,J,,,,,About me,,,,,,
,3648,JC,,,,,Temperature,,,,,,
,3649,JCH,,,,,,Wind,,,,,
,3650,JCJ,,,,,,Rain,,,,video starts here,
,3651,JCH,,,,"Yeah Ellie, good job. Here you go",,Wind,,,"yeah, it was rainy and windy-we had all the things",,
,3652,JCH,,,,Keep going Ellie,,Wind,,,,,
,3653,JCH,,,,,,Wind,,,"Yeah, it was rain and wind",,
,3654,JCK,,,1:26,,,Dark,,,"yeah, it's night outside",Jen navigates back to main menu,
,3655,J,,,,"Good job, what's next",About me,,,,uh huh how are you?,,
,3656,JD,,,,,Body,,,,,,
,3657,JDJ,,,,,,Ouch,,,Yeah?,,
,3658,JDJ,,,,Tell me some more. You're doing great.,,Ouch,,,,,
,3659,JDL,,,,,Medicine,,,,Do you want the treat medicine or the outside ouch medicine? What kind of medicine do you want?,Ellie comes down to play with her new cage toy,
TRUE,3660,,,,,,,,,,,,
TRUE,3661,,20240129_160657,,Jen shows the new matching game & has to go keep working - no speech board activity,,,,,,,,
TRUE,3662,,,,,,,,,,,,
,3663,I,20240130,,"While Jen was gone, Ellie pushed to call Terri, but didn't call through, offered to give her breakfast but she came to the speech board",,Descriptions and preferences,,,,,Video starts here,
,3664,IC,,,,,Movement,,,,Yeah,,
,3665,ICM,,,,,,Mom,,,coming,,
,3666,ICO,,,,,,Ellie,,,Mom Ellie?,,
,3667,ICJ,,,,,,Slow,,,,,
,3668,ICP,,,,,,Isabelle,,,yeah,,
,3669,ICJ,,,,,,Slow,,,,,
,3670,ICO,,,,,,Ellie,,,uh huh,,
,3671,ICJ,,,,,,Slow,,,everybody is slow,,
,3672,ICN,,,,,,Tillie,,,,,
,3673,ICJ,,,,,,Slow,,,are you mad at everybody today?,,
,3674,ICN,,,,,,Tillie,,,yeah?,,
,3675,ICK,,,,,,Like,,,,,
,3676,ICJ,,,,,,Slow,,,Tillie likes slow? Tillie do you like slow?,Jen's running around,
,3677,ICN,,,,,,Tillie,,,,,
,3678,ICP,,,Jen just came back from doing something else,"Okay, here we go, hi, what's going on, hi",,Isabelle,,,yeah?,,
,3679,ICI,,,,,,Fast,,,uh huh,,
,3680,ICN,,,,,,Tillie,,,,,
,3681,ICJ,,,,,,Slow,,,,,
,3682,ICO,,,,,,Ellie,,,,,
,3683,ICI,,,,,,Fast,,,,,
,3684,ICN,,,,,,Tillie,,,,,
,3685,ICJ,,,,,,Slow,,,"So here's the thing, hi",Jen navigates to yes and no,
,3686,AGC,,,,Do you like it when they call you slow?,,No,,,,,
,3687,AGB,,,,Do you want Tillie to say that you're slow,,Yes,,,,,
,3688,AGB,,,,,,Yes,,,,,
,3689,AGC,,,,Do you want Tillie to say Ellie is slow? Do you want Tillie to say Ellie is slow? Do you want Tillie to say Ellie is slow?,,No,,,,nc touches between Qs,
,3690,AGB,,,,Do you want Isabelle to say Ellie is slow?,,Yes,,,,,
,3691,AGC,,,,,,No,,,,,
,3692,AGC,,,,Do you like it if they say you are slow?,,No,,,So it's not very nice to call them slow,,
,3693,AGC,,,,Do you think Tillie wants to be called slow?,,No,,,"Okay, Okay, so let's not call Tillie slow",,
,3694,AGB,,,,,,Yes,,,,,
,3695,AGC,,,,,,No,,,"Yeah, let's NOT call Tillie slow. no more slow for Tillie",,
,3696,AGC,,,,Are you mad at Tillie,,No,,,,,
,3697,AGB,,,,,,Yes,,,,,
,3698,AGB,,,,Do you feel mad at Tillie,,Yes,,,,,
,3699,AGB,,,,,,Yes,,,,,
,3700,AGB,,,,Are you mad at Tillie because Ellie (babysitter) did Tillie's lessons first yesterday?,,Yes,,,"okay, but that's okay, you had first today",,
,3701,AGC,,,,,,No,,,,,
,3702,AGH,,,,,,Like,,,,,
,3703,AGC,,,,Do you like to be first? Do you want your lessons to be before Tillie?,,No,,,Okay,,
,3704,AGB,,,,Are you mad about yesterday,,Yes,,,,,
,3705,AGC,,,,Tillie,,No,,,,,
,3706,AGC,,,,You I think are mad at me. I say who has lessons first it's me. And Ellie the babysitter. Not Tillie. Tillie doesn't say who goes first. Babysitter says who goes first.,,No,,,So this isnt' Tillie's fault,,
,3707,AGC,,,,We say nice things about Tillie,,No,,,,,
,3708,AGB,,,,We say happy things about Till Till,,Yes,,,,,
,3709,AGC,,,,,,No,,,,,
,3710,AGI,,,,Can you say happy things about Tillie,,No like,,,,,
,3711,AGI,,,,,,No like,,,,,
TRUE,3712,,,,,Are you still mad at Tillie? So here's what is nice to say. Jen navigates to Descriptions and preferences and tells her to say Mom slow Tillie fast,,,,,,,
TRUE,3713,,,,,,,,,,,,
TRUE,3714,,20240130_102620,,"Jen offered Ellie juice, she tapped the book and went to the tablet to do learning instead of juice. No speech board activity",,,,,,,,
TRUE,3715,,,,,,,,,,,,
TRUE,3716,,20240130_103113,,"Ellie, tapping in the mirror in the book. Taps her beak on the mirror repeatedly. No speech board activity.",,,,,,,,
TRUE,3717,,,,,,,,,,,,
,3718,I,20240130_104259,,,,Descriptions and preferences,,,,,,
,3719,IC,,,,,Movement,,,,Can we say nice things about Tillie today?,,
,3720,ICJ,,,,,,Slow,,,,,
,3721,ICJ,,,,,,Slow,,,,,
,3722,ICJ,,,,,,Slow,,,Okay,,
,3723,ICK,,,,,,Like,,,Yeah,,
,3724,ICJ,,,,,,Slow,,,"uh huh, you like slow? I'm sorry that you felt sad yesterday",,
,3725,ICP,,,,,,Isabelle,,,"Yeah, Isabelle does like slow. Thank you for reminding me",,
,3726,ICO,,,,,,Ellie,,,,,
,3727,ICP,,,,,,Isabelle,,,Yeah,,
,3728,ICK,,,,,,Like,,,Yeah,,
,3729,ICK,,,,,,Like,,,uh huh,,
,3730,ICN,,,,,,Tillie,,,,,
,3731,ICO,,,,,,Ellie,,,,,
,3732,ICI,,,,,,Fast,,,,,
,3733,ICJ,,,,,,Slow,,,,,
,3734,ICJ,,,,,,Slow,,,,,
,3735,ICJ,,,,,,Slow,,,,,
,3736,ICK,,,,,,Like,,,"uh huh, everybody likes it slow? Yeah, okay",,
,3737,ICO,,,,,,Ellie,,,Yeah,,
,3738,ICJ,,,,,,Slow,,,Uh huh,,
,3739,ICK,,,,,,Like,,,Uh huh,,
,3740,ICJ,,,,,,Slow,,,Okay,Jen goes to check on Tilllie for a quick sec,
,3741,ICO,,,,,,Ellie,,,Uh huh,,
,3742,ICK,,,,,,Like,,,Uh huh,nc,
,3743,ICO,,,,"Uh huh, and then what",,Ellie,,,Yeah,,
,3744,ICO,,,,,,Ellie,,,Uh huh,nc,
,3745,ICO,,,,Hi,,Ellie,,,Uh huh,,
,3746,ICP,,,,,,Isabelle,,,"Keep going what's up, what's next",,
,3747,ICI,,,,,,Fast,,,Yeah,,
,3748,ICO,,,,,,Ellie,,,Uh huh,nc,
,3749,ICN,,,,,,Tillie,,,,,
,3750,ICM,,,,,,Mom,,,uh huh,,
,3751,ICK,,,,,,Like,,,,,
,3752,ICK,,,,,,Like,,,yeah,,
,3753,ICO,,,,,,Ellie,,,"yeah, keep going, all done? Thank you for letting me know",,
TRUE,3754,,,,,,,,,,,,
,3755,J,20240131_200435,,"Before video, Ellie pressed About me, Temperature, Cloud.",,About me,,,,,,
,3756,JC,,,,,Temperature,,,,,,
,3757,JCI,,,,,,Cloud,,,It is cloudy outside. Good job Ellie,,
,3758,JCR,,,"Ellie steps down but is back around 2:30, Jen is cleaning",,,No like,,,,,
